id,url,format,version,timestamp,datasource,label,comment
file_25,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2001-11.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2001-11),Date: 2001-11-01 00:00:00
file_26,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2001-12.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2001-12),Date: 2001-12-01 00:00:00
file_27,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-01.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-01),Date: 2002-01-01 00:00:00
file_28,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-02.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-02),Date: 2002-02-01 00:00:00
file_29,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-03.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-03),Date: 2002-03-01 00:00:00
file_30,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-04.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-04),Date: 2002-04-01 00:00:00
file_31,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-05.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-05),Date: 2002-05-01 00:00:00
file_32,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-06.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-06),Date: 2002-06-01 00:00:00
file_33,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-07.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-07),Date: 2002-07-01 00:00:00
file_34,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-08.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-08),Date: 2002-08-01 00:00:00
file_35,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-09.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-09),Date: 2002-09-01 00:00:00
file_36,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-10.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-10),Date: 2002-10-01 00:00:00
file_37,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-11.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-11),Date: 2002-11-01 00:00:00
file_38,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2002-12.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2002-12),Date: 2002-12-01 00:00:00
file_39,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-01.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-01),Date: 2003-01-01 00:00:00
file_40,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-02.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-02),Date: 2003-02-01 00:00:00
file_41,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-03.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-03),Date: 2003-03-01 00:00:00
file_42,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-04.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-04),Date: 2003-04-01 00:00:00
file_43,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-05.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-05),Date: 2003-05-01 00:00:00
file_44,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-06.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-06),Date: 2003-06-01 00:00:00
file_45,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-07.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-07),Date: 2003-07-01 00:00:00
file_46,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-08.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-08),Date: 2003-08-01 00:00:00
file_47,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-09.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-09),Date: 2003-09-01 00:00:00
file_48,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-10.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-10),Date: 2003-10-01 00:00:00
file_49,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-11.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-11),Date: 2003-11-01 00:00:00
file_50,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2003-12.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2003-12),Date: 2003-12-01 00:00:00
file_51,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-01.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-01),Date: 2004-01-01 00:00:00
file_52,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-02.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-02),Date: 2004-02-01 00:00:00
file_53,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-03.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-03),Date: 2004-03-01 00:00:00
file_54,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-04.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-04),Date: 2004-04-01 00:00:00
file_55,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-05.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-05),Date: 2004-05-01 00:00:00
file_56,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-06.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-06),Date: 2004-06-01 00:00:00
file_57,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-07.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-07),Date: 2004-07-01 00:00:00
file_58,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-08.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-08),Date: 2004-08-01 00:00:00
file_59,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-09.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-09),Date: 2004-09-01 00:00:00
file_60,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-10.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-10),Date: 2004-10-01 00:00:00
file_61,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-11.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-11),Date: 2004-11-01 00:00:00
file_62,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2004-12.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2004-12),Date: 2004-12-01 00:00:00
file_63,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-01.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-01),Date: 2005-01-01 00:00:00
file_64,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-02.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-02),Date: 2005-02-01 00:00:00
file_65,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-03.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-03),Date: 2005-03-01 00:00:00
file_66,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-04.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-04),Date: 2005-04-01 00:00:00
file_67,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-05.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-05),Date: 2005-05-01 00:00:00
file_68,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-06.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-06),Date: 2005-06-01 00:00:00
file_69,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-07.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-07),Date: 2005-07-01 00:00:00
file_70,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-08.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-08),Date: 2005-08-01 00:00:00
file_71,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-09.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-09),Date: 2005-09-01 00:00:00
file_72,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-10.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-10),Date: 2005-10-01 00:00:00
file_73,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-11.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-11),Date: 2005-11-01 00:00:00
file_74,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2005-12.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2005-12),Date: 2005-12-01 00:00:00
file_75,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-01.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-01),Date: 2006-01-01 00:00:00
file_76,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-02.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-02),Date: 2006-02-01 00:00:00
file_77,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-03.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-03),Date: 2006-03-01 00:00:00
file_78,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-04.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-04),Date: 2006-04-01 00:00:00
file_79,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-05.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-05),Date: 2006-05-01 00:00:00
file_80,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-06.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-06),Date: 2006-06-01 00:00:00
file_81,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-07.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-07),Date: 2006-07-01 00:00:00
file_82,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-08.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-08),Date: 2006-08-01 00:00:00
file_83,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-09.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-09),Date: 2006-09-01 00:00:00
file_84,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-10.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-10),Date: 2006-10-01 00:00:00
file_85,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-11.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-11),Date: 2006-11-01 00:00:00
file_86,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2006-12.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2006-12),Date: 2006-12-01 00:00:00
file_87,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-01.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-01),Date: 2007-01-01 00:00:00
file_88,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-02.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-02),Date: 2007-02-01 00:00:00
file_89,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-03.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-03),Date: 2007-03-01 00:00:00
file_90,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-04.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-04),Date: 2007-04-01 00:00:00
file_91,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-05.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-05),Date: 2007-05-01 00:00:00
file_92,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-06.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-06),Date: 2007-06-01 00:00:00
file_93,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-07.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-07),Date: 2007-07-01 00:00:00
file_94,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-08.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-08),Date: 2007-08-01 00:00:00
file_95,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-09.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-09),Date: 2007-09-01 00:00:00
file_96,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-10.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-10),Date: 2007-10-01 00:00:00
file_97,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-11.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-11),Date: 2007-11-01 00:00:00
file_98,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2007-12.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2007-12),Date: 2007-12-01 00:00:00
file_99,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-01.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-01),Date: 2008-01-01 00:00:00
file_100,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-02.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-02),Date: 2008-02-01 00:00:00
file_101,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-03.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-03),Date: 2008-03-01 00:00:00
file_102,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-04.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-04),Date: 2008-04-01 00:00:00
file_103,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-05.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-05),Date: 2008-05-01 00:00:00
file_104,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-06.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-06),Date: 2008-06-01 00:00:00
file_105,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-07.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-07),Date: 2008-07-01 00:00:00
file_106,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-08.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-08),Date: 2008-08-01 00:00:00
file_107,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-09.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-09),Date: 2008-09-01 00:00:00
file_108,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-10.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-10),Date: 2008-10-01 00:00:00
file_109,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-11.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-11),Date: 2008-11-01 00:00:00
file_110,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2008-12.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2008-12),Date: 2008-12-01 00:00:00
file_111,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-01.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-01),Date: 2009-01-01 00:00:00
file_112,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-02.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-02),Date: 2009-02-01 00:00:00
file_113,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-03.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-03),Date: 2009-03-01 00:00:00
file_114,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-04.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-04),Date: 2009-04-01 00:00:00
file_115,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-05.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-05),Date: 2009-05-01 00:00:00
file_116,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-06.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-06),Date: 2009-06-01 00:00:00
file_117,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-07.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-07),Date: 2009-07-01 00:00:00
file_118,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-08.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-08),Date: 2009-08-01 00:00:00
file_119,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-09.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-09),Date: 2009-09-01 00:00:00
file_120,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-10.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-10),Date: 2009-10-01 00:00:00
file_121,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-11.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-11),Date: 2009-11-01 00:00:00
file_122,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2009-12.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2009-12),Date: 2009-12-01 00:00:00
file_123,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2010-01.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2010-01),Date: 2010-01-01 00:00:00
file_124,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2010-02.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2010-02),Date: 2010-02-01 00:00:00
file_125,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2010-03.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2010-03),Date: 2010-03-01 00:00:00
file_126,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2010-04.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2010-04),Date: 2010-04-01 00:00:00
file_127,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2010-05.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2010-05),Date: 2010-05-01 00:00:00
file_128,/user/bdm/persistent/neo/MOD_LSTD_M/2022-05-11_13-21-07/2010-06.pq,PARQUET,,2022-05-11 13:21:07,ds_1,MOD_LSTD_M (2010-06),Date: 2010-06-01 00:00:00
